local_x,local_y,global_time,accident,vehicle_id
350.0,350.0,1695791368,0,vehicle_2
0.0,0.0,1695791018,0,vehicle_3
8.437859891806346,5.366797969576069,1695791028,0,vehicle_3
20.0,20.0,1695791038,0,vehicle_3
30.0,30.0,1695791048,0,vehicle_3
38.45113357546319,35.34587142472383,1695791058,0,vehicle_3
50.0,50.0,1695791068,0,vehicle_3
58.515827052629845,55.24220274404737,1695791078,0,vehicle_3
70.0,70.0,1695791088,0,vehicle_3
78.4794702338044,75.30080980172134,1695791098,0,vehicle_3
90.0,90.0,1695791108,0,vehicle_3
97.97350893087956,96.03515992573386,1695791118,0,vehicle_3
110.0,110.0,1695791128,0,vehicle_3
118.49651181669311,115.27345114216432,1695791138,0,vehicle_3
130.0,130.0,1695791148,0,vehicle_3
137.13048887290572,137.01114316166542,1695791158,0,vehicle_3
147.15262256942552,146.98856139554806,1695791168,0,vehicle_3
158.48399038126573,155.29357225421458,1695791178,0,vehicle_3
170.0,170.0,1695791188,0,vehicle_3
177.69152165172454,176.39065682704464,1695791198,0,vehicle_3
188.45569043900176,185.3386608058364,1695791208,0,vehicle_3
196.9620045274362,190.5962858047216,1695791218,0,vehicle_3
210.0,210.0,1695791228,0,vehicle_3
220.0,220.0,1695791238,0,vehicle_3
230.0,230.0,1695791248,0,vehicle_3
238.509878857295,235.2518531809413,1695791258,0,vehicle_3
250.0,250.0,1695791268,0,vehicle_3
258.4755095438561,255.30714028192244,1695791278,0,vehicle_3
268.06355952381944,265.9143053527714,1695791288,0,vehicle_3
277.9887432815055,276.0149796992343,1695791298,0,vehicle_3
286.3590498537568,281.4865396126892,1695791308,0,vehicle_3
294.81792338247493,286.8201555179782,1695791318,0,vehicle_3
310.0,310.0,1695791328,0,vehicle_3
320.0,320.0,1695791338,0,vehicle_3
328.49396844255176,325.2775467877542,1695791348,0,vehicle_3
337.07535366861845,337.0667793558288,1695791358,0,vehicle_3
350.0,350.0,1695791368,0,vehicle_3
0.0,0.0,1695791018,0,vehicle_4
7.348810909159767,6.781959762591812,1695791028,0,vehicle_4
20.0,20.0,1695791038,0,vehicle_4
30.0,30.0,1695791048,0,vehicle_4
38.520011294727006,35.23539946305191,1695791058,0,vehicle_4
50.0,50.0,1695791068,0,vehicle_4
58.44536033090772,55.35498729047328,1695791078,0,vehicle_4
70.0,70.0,1695791088,0,vehicle_4
78.44631000883099,75.35348925792529,1695791098,0,vehicle_4
90.0,90.0,1695791108,0,vehicle_4
98.47931369161694,95.30106020708666,1695791118,0,vehicle_4
110.0,110.0,1695791128,0,vehicle_4
118.516185444841,115.24162050029172,1695791138,0,vehicle_4
130.0,130.0,1695791148,0,vehicle_4
137.4482411136637,136.6726085088764,1695791158,0,vehicle_4
148.1598104258522,145.78078660859867,1695791168,0,vehicle_4
158.48309038338724,155.29501440482298,1695791178,0,vehicle_4
170.0,170.0,1695791188,0,vehicle_4
178.51512048002627,175.2433503803043,1695791198,0,vehicle_4
188.51427341315625,185.24472575508204,1695791208,0,vehicle_4
196.9776349073419,190.57121730381616,1695791218,0,vehicle_4
210.0,210.0,1695791228,0,vehicle_4
220.0,220.0,1695791238,0,vehicle_4
230.0,230.0,1695791248,0,vehicle_4
237.8284635106724,236.2221506781877,1695791258,0,vehicle_4
250.0,250.0,1695791268,0,vehicle_4
258.4750839814661,255.30781984501127,1695791278,0,vehicle_4
268.51711180798645,265.2401151180349,1695791288,0,vehicle_4
278.44708846074747,275.35226088081544,1695791298,0,vehicle_4
286.9128201249511,280.6749845623247,1695791308,0,vehicle_4
295.2469836555454,286.2014407727105,1695791318,0,vehicle_4
310.0,310.0,1695791328,0,vehicle_4
320.0,320.0,1695791338,0,vehicle_4
328.4757291944973,325.3067894834397,1695791348,0,vehicle_4
338.46969456114687,335.31641552560365,1695791358,0,vehicle_4
350.0,350.0,1695791368,0,vehicle_4
0.0,0.0,1695791018,0,vehicle_5
8.526163157114494,5.225374801702111,1695791028,0,vehicle_5
20.0,20.0,1695791038,0,vehicle_5
30.0,30.0,1695791048,0,vehicle_5
38.51904210418285,35.236976382146466,1695791058,0,vehicle_5
50.0,50.0,1695791068,0,vehicle_5
58.46830434853031,55.318629660040514,1695791078,0,vehicle_5
70.0,70.0,1695791088,0,vehicle_5
78.47666679354617,75.30529170462772,1695791098,0,vehicle_5
90.0,90.0,1695791108,0,vehicle_5
98.47855176795734,95.302278747677,1695791118,0,vehicle_5
110.0,110.0,1695791128,0,vehicle_5
118.52784236192362,115.2226338805416,1695791138,0,vehicle_5
130.0,130.0,1695791148,0,vehicle_5
138.5106474209215,135.2506076292904,1695791158,0,vehicle_5
148.46817149743745,145.3188411792408,1695791168,0,vehicle_5
158.44996116925333,155.3477243981072,1695791178,0,vehicle_5
170.0,170.0,1695791188,0,vehicle_5
178.51391571597006,175.24530639537466,1695791198,0,vehicle_5
188.1797104657542,185.75259391026617,1695791208,0,vehicle_5
196.64853094613497,191.07040169835736,1695791218,0,vehicle_5
210.0,210.0,1695791228,0,vehicle_5
220.0,220.0,1695791238,0,vehicle_5
230.0,230.0,1695791248,0,vehicle_5
238.25058001772533,235.65048045489155,1695791258,0,vehicle_5
250.0,250.0,1695791268,0,vehicle_5
258.469659097763,255.3164720226557,1695791278,0,vehicle_5
268.460597698973,265.3308804691282,1695791288,0,vehicle_5
278.4917903282112,275.281050749775,1695791298,0,vehicle_5
287.0152241366203,280.51087637915003,1695791308,0,vehicle_5
295.4833743715532,285.82975141045176,1695791318,0,vehicle_5
310.0,310.0,1695791328,0,vehicle_5
320.0,320.0,1695791338,0,vehicle_5
328.5175249093322,325.2394436173038,1695791348,0,vehicle_5
338.4699713761422,335.3159745002522,1695791358,0,vehicle_5
350.0,350.0,1695791368,0,vehicle_5
0.0,0.0,1695791018,0,vehicle_6
8.450793824508052,5.346408489411988,1695791028,0,vehicle_6
20.0,20.0,1695791038,0,vehicle_6
30.0,30.0,1695791048,0,vehicle_6
38.452554090637,35.34362511267919,1695791058,0,vehicle_6
50.0,50.0,1695791068,0,vehicle_6
48.98813621866095,59.94867487095715,1695791078,1,vehicle_6
70.0,70.0,1695791088,0,vehicle_6
78.49131999152932,75.28180696366825,1695791098,0,vehicle_6
90.0,90.0,1695791108,0,vehicle_6
98.47561586644731,95.30697048083238,1695791118,0,vehicle_6
110.0,110.0,1695791128,0,vehicle_6
118.44348312587542,115.35794668721675,1695791138,0,vehicle_6
130.0,130.0,1695791148,0,vehicle_6
137.7624490982957,136.30431471266849,1695791158,0,vehicle_6
147.54621804090516,146.56159990239556,1695791168,0,vehicle_6
158.50975047262784,155.2520612042902,1695791178,0,vehicle_6
170.0,170.0,1695791188,0,vehicle_6
177.24523555290767,176.8925004013698,1695791198,0,vehicle_6
188.5159939307472,185.24193164505965,1695791208,0,vehicle_6
196.99820131454143,190.53836043229973,1695791218,0,vehicle_6
210.0,210.0,1695791228,0,vehicle_6
220.0,220.0,1695791238,0,vehicle_6
230.0,230.0,1695791248,0,vehicle_6
238.45951596061832,235.3325969013272,1695791258,0,vehicle_6
250.0,250.0,1695791268,0,vehicle_6
258.5095202368063,255.2524342298961,1695791278,0,vehicle_6
268.52784994069015,265.2226215054387,1695791288,0,vehicle_6
278.4434169481922,275.3580509739066,1695791298,0,vehicle_6
285.9622651814146,281.95099578224284,1695791308,0,vehicle_6
294.43639872873945,287.2603328992569,1695791318,0,vehicle_6
310.0,310.0,1695791328,0,vehicle_6
320.0,320.0,1695791338,0,vehicle_6
328.4829984119328,325.2951617485348,1695791348,0,vehicle_6
338.4882265508614,335.28677690292034,1695791358,0,vehicle_6
350.0,350.0,1695791368,0,vehicle_6
0.0,0.0,1695791018,0,vehicle_7
8.474383276824291,5.308938507600253,1695791028,0,vehicle_7
20.0,20.0,1695791038,0,vehicle_7
30.0,30.0,1695791048,0,vehicle_7
37.81363655533284,36.24075987209622,1695791058,0,vehicle_7
50.0,50.0,1695791068,0,vehicle_7
58.44796569723505,55.35087615053272,1695791078,0,vehicle_7
70.0,70.0,1695791088,0,vehicle_7
78.48459072669431,75.29260996111492,1695791098,0,vehicle_7
90.0,90.0,1695791108,0,vehicle_7
97.597819016919,96.5017802320706,1695791118,0,vehicle_7
110.0,110.0,1695791128,0,vehicle_7
117.50380700603446,116.61005903273096,1695791138,0,vehicle_7
130.0,130.0,1695791148,0,vehicle_7
138.441115616816,135.361675777548,1695791158,0,vehicle_7
148.4721975686817,145.31242584486822,1695791168,0,vehicle_7
158.49428808478677,155.2770323035443,1695791178,0,vehicle_7
170.0,170.0,1695791188,0,vehicle_7
178.49117656711132,175.28203753357923,1695791198,0,vehicle_7
188.4501860969069,185.3473689724613,1695791208,0,vehicle_7
196.90521958224235,190.68707015903115,1695791218,0,vehicle_7
210.0,210.0,1695791228,0,vehicle_7
220.0,220.0,1695791238,0,vehicle_7
230.0,230.0,1695791248,0,vehicle_7
238.5171312814132,235.24008346643183,1695791258,0,vehicle_7
250.0,250.0,1695791268,0,vehicle_7
258.5212316089106,255.2334130228086,1695791278,0,vehicle_7
267.5110725983581,266.6018019072216,1695791288,0,vehicle_7
277.9514634661839,276.0641758505128,1695791298,0,vehicle_7
286.235546718093,281.66542255775926,1695791308,0,vehicle_7
294.71009852274307,286.9740920436383,1695791318,0,vehicle_7
310.0,310.0,1695791328,0,vehicle_7
320.0,320.0,1695791338,0,vehicle_7
328.1545082277409,325.7882636052366,1695791348,0,vehicle_7
338.5200522733186,335.2353327745157,1695791358,0,vehicle_7
350.0,350.0,1695791368,0,vehicle_7
0.0,0.0,1695791018,0,vehicle_8
7.254337819720549,6.882919641937724,1695791028,0,vehicle_8
20.0,20.0,1695791038,0,vehicle_8
30.0,30.0,1695791048,0,vehicle_8
38.49851106759543,35.27022861306395,1695791058,0,vehicle_8
50.0,50.0,1695791068,0,vehicle_8
57.675794163582665,56.40953851367712,1695791078,0,vehicle_8
70.0,70.0,1695791088,0,vehicle_8
77.68665394396056,76.39651085716233,1695791098,0,vehicle_8
90.0,90.0,1695791108,0,vehicle_8
98.43718115561494,95.3678649524123,1695791118,0,vehicle_8
110.0,110.0,1695791128,0,vehicle_8
118.49556144150966,115.27498206570736,1695791138,0,vehicle_8
130.0,130.0,1695791148,0,vehicle_8
138.50188321606805,135.26478696438332,1695791158,0,vehicle_8
148.5087500208056,145.2536818597476,1695791168,0,vehicle_8
158.45711847730422,155.33639832291777,1695791178,0,vehicle_8
170.0,170.0,1695791188,0,vehicle_8
178.50365887635462,175.2619184443124,1695791198,0,vehicle_8
188.4984408386989,185.2703418590386,1695791208,0,vehicle_8
196.98693899961407,190.55668265132016,1695791218,0,vehicle_8
210.0,210.0,1695791228,0,vehicle_8
220.0,220.0,1695791238,0,vehicle_8
230.0,230.0,1695791248,0,vehicle_8
238.46937094435995,235.31693105154008,1695791258,0,vehicle_8
250.0,250.0,1695791268,0,vehicle_8
258.4544767827164,255.34058258343688,1695791278,0,vehicle_8
268.438228248762,265.366218782513,1695791288,0,vehicle_8
278.47988689401154,275.3001432305902,1695791298,0,vehicle_8
286.97736386904984,280.5720390052328,1695791308,0,vehicle_8
295.4699110776391,285.85187251680134,1695791318,0,vehicle_8
310.0,310.0,1695791328,0,vehicle_8
320.0,320.0,1695791338,0,vehicle_8
328.5238482254836,325.22915016316426,1695791348,0,vehicle_8
338.4455191606485,335.3547367915818,1695791358,0,vehicle_8
350.0,350.0,1695791368,0,vehicle_8
0.0,0.0,1695791018,0,vehicle_9
8.50154034741156,5.265340608292435,1695791028,0,vehicle_9
20.0,20.0,1695791038,0,vehicle_9
30.0,30.0,1695791048,0,vehicle_9
38.49320395220179,35.27877700100165,1695791058,0,vehicle_9
50.0,50.0,1695791068,0,vehicle_9
57.83493267936291,56.21400272850368,1695791078,0,vehicle_9
70.0,70.0,1695791088,0,vehicle_9
78.47392143437966,75.3096756514839,1695791098,0,vehicle_9
90.0,90.0,1695791108,0,vehicle_9
98.5245399588502,95.22802242630672,1695791118,0,vehicle_9
110.0,110.0,1695791128,0,vehicle_9
118.4788424448968,115.30181391550254,1695791138,0,vehicle_9
130.0,130.0,1695791148,0,vehicle_9
138.46765743203372,135.31965953926792,1695791158,0,vehicle_9
148.517020817728,145.2402630077495,1695791168,0,vehicle_9
158.441872257559,155.36048437989103,1695791178,0,vehicle_9
170.0,170.0,1695791188,0,vehicle_9
168.74439961745918,179.9208602287989,1695791198,1,vehicle_9
188.43643070219048,185.36904432903447,1695791208,0,vehicle_9
195.6756834196017,192.26782828662107,1695791218,0,vehicle_9
210.0,210.0,1695791228,0,vehicle_9
220.0,220.0,1695791238,0,vehicle_9
230.0,230.0,1695791248,0,vehicle_9
238.4544296601817,235.34065718063232,1695791258,0,vehicle_9
250.0,250.0,1695791268,0,vehicle_9
257.7946581731115,256.26444761845335,1695791278,0,vehicle_9
268.46859637847194,265.3181646626004,1695791288,0,vehicle_9
278.4487232523374,275.34967993485714,1695791298,0,vehicle_9
286.8942305018347,280.70443551272325,1695791308,0,vehicle_9
295.41306169093025,285.9417549770765,1695791318,0,vehicle_9
310.0,310.0,1695791328,0,vehicle_9
320.0,320.0,1695791338,0,vehicle_9
328.4787490419101,325.3019632858318,1695791348,0,vehicle_9
338.4879181414935,335.28727203984306,1695791358,0,vehicle_9
350.0,350.0,1695791368,0,vehicle_9
0.0,0.0,1695791018,0,vehicle_10
7.491989989837871,6.623449704811621,1695791028,0,vehicle_10
20.0,20.0,1695791038,0,vehicle_10
30.0,30.0,1695791048,0,vehicle_10
38.4706628870544,35.3148725529291,1695791058,0,vehicle_10
50.0,50.0,1695791068,0,vehicle_10
48.79622226709301,59.92728155991142,1695791078,1,vehicle_10
70.0,70.0,1695791088,0,vehicle_10
77.49451668544772,76.62059058177937,1695791098,0,vehicle_10
90.0,90.0,1695791108,0,vehicle_10
98.13534302076796,95.815169295424,1695791118,0,vehicle_10
110.0,110.0,1695791128,0,vehicle_10
118.50951364468956,115.25244490983413,1695791138,0,vehicle_10
130.0,130.0,1695791148,0,vehicle_10
138.45287568807362,135.3431163754848,1695791158,0,vehicle_10
147.1299258091694,147.01171576404377,1695791168,0,vehicle_10
158.4948877705977,155.27606688404816,1695791178,0,vehicle_10
170.0,170.0,1695791188,0,vehicle_10
177.24292555649242,176.89492780115273,1695791198,0,vehicle_10
188.5263130729861,185.22513017841908,1695791208,0,vehicle_10
197.01248205672564,190.51520919289683,1695791218,0,vehicle_10
210.0,210.0,1695791228,0,vehicle_10
220.0,220.0,1695791238,0,vehicle_10
230.0,230.0,1695791248,0,vehicle_10
238.465263998892,235.3234674253783,1695791258,0,vehicle_10
250.0,250.0,1695791268,0,vehicle_10
258.5241027016374,255.22873532815905,1695791278,0,vehicle_10
268.1677118118794,265.76961729736774,1695791288,0,vehicle_10
278.5095844919373,275.2523301281032,1695791298,0,vehicle_10
287.03777899683564,280.47438896410097,1695791308,0,vehicle_10
295.5642774502946,285.6992166285472,1695791318,0,vehicle_10
310.0,310.0,1695791328,0,vehicle_10
320.0,320.0,1695791338,0,vehicle_10
328.491190210472,325.2820156010357,1695791348,0,vehicle_10
338.4727116102701,335.311605968932,1695791358,0,vehicle_10
350.0,350.0,1695791368,0,vehicle_10
0.0,0.0,1695791018,0,vehicle_11
8.49309546981209,5.278951538009923,1695791028,0,vehicle_11
20.0,20.0,1695791038,0,vehicle_11
30.0,30.0,1695791048,0,vehicle_11
38.507464361904034,35.255763515506835,1695791058,0,vehicle_11
50.0,50.0,1695791068,0,vehicle_11
58.45134819763224,55.34553211966576,1695791078,0,vehicle_11
70.0,70.0,1695791088,0,vehicle_11
78.50590389446981,75.25828859402404,1695791098,0,vehicle_11
90.0,90.0,1695791108,0,vehicle_11
98.4018294817706,95.42303064339956,1695791118,0,vehicle_11
110.0,110.0,1695791128,0,vehicle_11
118.23941172904456,115.6667534231942,1695791138,0,vehicle_11
130.0,130.0,1695791148,0,vehicle_11
138.47491232952237,135.3080939146656,1695791158,0,vehicle_11
148.4504855954537,145.34689566019662,1695791168,0,vehicle_11
158.43918311825053,155.36471698196982,1695791178,0,vehicle_11
170.0,170.0,1695791188,0,vehicle_11
178.4774857094334,175.30398303601666,1695791198,0,vehicle_11
188.3204559894297,185.5470723925296,1695791208,0,vehicle_11
196.7729260026317,190.8908304967032,1695791218,0,vehicle_11
210.0,210.0,1695791228,0,vehicle_11
220.0,220.0,1695791238,0,vehicle_11
230.0,230.0,1695791248,0,vehicle_11
237.95473509285256,236.05988362945524,1695791258,0,vehicle_11
250.0,250.0,1695791268,0,vehicle_11
258.45293727624755,255.3430189409944,1695791278,0,vehicle_11
268.50548399855506,265.2589677647162,1695791288,0,vehicle_11
278.43936138270794,275.3644365456269,1695791298,0,vehicle_11
286.9475465316869,280.61903314961984,1695791308,0,vehicle_11
295.42363748612087,285.9252448050444,1695791318,0,vehicle_11
310.0,310.0,1695791328,0,vehicle_11
320.0,320.0,1695791338,0,vehicle_11
328.4990884343167,325.2692974660446,1695791348,0,vehicle_11
338.4452850724141,335.3551059789381,1695791358,0,vehicle_11
350.0,350.0,1695791368,0,vehicle_11
0.0,0.0,1695791018,0,vehicle_12
8.463094584611438,5.326915622752115,1695791028,0,vehicle_12
20.0,20.0,1695791038,0,vehicle_12
30.0,30.0,1695791048,0,vehicle_12
38.52786426608759,35.222598113888,1695791058,0,vehicle_12
50.0,50.0,1695791068,0,vehicle_12
58.43726568434411,55.36773208830222,1695791078,0,vehicle_12
70.0,70.0,1695791088,0,vehicle_12
78.51111278151066,75.24985325703547,1695791098,0,vehicle_12
90.0,90.0,1695791108,0,vehicle_12
98.46712499303568,95.32050696384384,1695791118,0,vehicle_12
110.0,110.0,1695791128,0,vehicle_12
118.50140359869992,115.26556139951022,1695791138,0,vehicle_12
130.0,130.0,1695791148,0,vehicle_12
138.45667466368397,135.33710161347952,1695791158,0,vehicle_12
147.58956274965595,146.51141591891,1695791168,0,vehicle_12
158.51706458956548,155.24019186453793,1695791178,0,vehicle_12
170.0,170.0,1695791188,0,vehicle_12
178.50190815422266,175.26474669259235,1695791198,0,vehicle_12
188.05311020320468,185.9285256223652,1695791208,0,vehicle_12
196.51868379402487,191.251500709514,1695791218,0,vehicle_12
210.0,210.0,1695791228,0,vehicle_12
220.0,220.0,1695791238,0,vehicle_12
230.0,230.0,1695791248,0,vehicle_12
238.44586474215149,235.3541916997136,1695791258,0,vehicle_12
250.0,250.0,1695791268,0,vehicle_12
258.4370502524178,255.36807069981168,1695791278,0,vehicle_12
268.3060411635943,265.5686336015828,1695791288,0,vehicle_12
278.4909104697278,275.2824652762765,1695791298,0,vehicle_12
286.49112997235085,281.2821725949588,1695791308,0,vehicle_12
294.9770165298903,286.5727046412252,1695791318,0,vehicle_12
310.0,310.0,1695791328,0,vehicle_12
320.0,320.0,1695791338,0,vehicle_12
328.49746045621174,325.2719224003316,1695791348,0,vehicle_12
338.4876899224649,335.287638393469,1695791358,0,vehicle_12
350.0,350.0,1695791368,0,vehicle_12
0.0,0.0,1695791018,0,vehicle_13
-1.6844418785308244,9.857111927834216,1695791028,1,vehicle_13
20.0,20.0,1695791038,0,vehicle_13
30.0,30.0,1695791048,0,vehicle_13
37.75711723161894,36.31087412764036,1695791058,0,vehicle_13
50.0,50.0,1695791068,0,vehicle_13
58.24190249678074,55.66313016215938,1695791078,0,vehicle_13
70.0,70.0,1695791088,0,vehicle_13
78.45300211658996,75.34291635878064,1695791098,0,vehicle_13
90.0,90.0,1695791108,0,vehicle_13
98.49775797655572,95.27144281690352,1695791118,0,vehicle_13
110.0,110.0,1695791128,0,vehicle_13
118.4890709548176,115.28542092212834,1695791138,0,vehicle_13
130.0,130.0,1695791148,0,vehicle_13
138.4572116540034,135.3362506537258,1695791158,0,vehicle_13
148.5196525759838,145.2359831917733,1695791168,0,vehicle_13
158.506285908908,155.2576705902817,1695791178,0,vehicle_13
170.0,170.0,1695791188,0,vehicle_13
178.50544366853688,175.25903299108742,1695791198,0,vehicle_13
187.4275598457039,186.69562205762,1695791208,0,vehicle_13
194.8444848594752,193.4030226972191,1695791218,0,vehicle_13
210.0,210.0,1695791228,0,vehicle_13
220.0,220.0,1695791238,0,vehicle_13
230.0,230.0,1695791248,0,vehicle_13
237.7680553284892,236.297405530338,1695791258,0,vehicle_13
250.0,250.0,1695791268,0,vehicle_13
257.24725187419733,256.89038027048895,1695791278,0,vehicle_13
268.5243082867834,265.228400159884,1695791288,0,vehicle_13
278.3429023109855,275.51325503032035,1695791298,0,vehicle_13
286.0756640348819,281.8539486928026,1695791308,0,vehicle_13
294.58155909309767,287.11225158048615,1695791318,0,vehicle_13
310.0,310.0,1695791328,0,vehicle_13
320.0,320.0,1695791338,0,vehicle_13
327.17950487258133,326.9609417311583,1695791348,0,vehicle_13
338.48615673201164,335.29009866824174,1695791358,0,vehicle_13
350.0,350.0,1695791368,0,vehicle_13
0.0,0.0,1695791018,0,vehicle_14
8.508671710382782,5.253808687507734,1695791028,0,vehicle_14
20.0,20.0,1695791038,0,vehicle_14
30.0,30.0,1695791048,0,vehicle_14
38.502916875968914,35.263117384247,1695791058,0,vehicle_14
50.0,50.0,1695791068,0,vehicle_14
58.45068687886844,55.34657752916021,1695791078,0,vehicle_14
70.0,70.0,1695791088,0,vehicle_14
77.34422797890855,76.78692238012317,1695791098,0,vehicle_14
90.0,90.0,1695791108,0,vehicle_14
97.33852999671412,96.79308306200704,1695791118,0,vehicle_14
110.0,110.0,1695791128,0,vehicle_14
117.43042992327445,116.69243686225784,1695791138,0,vehicle_14
130.0,130.0,1695791148,0,vehicle_14
138.51648369042482,135.241135902715,1695791158,0,vehicle_14
148.48956184278887,145.28463241081752,1695791168,0,vehicle_14
158.44630429285888,155.35349827612126,1695791178,0,vehicle_14
170.0,170.0,1695791188,0,vehicle_14
177.6191568537216,176.47676221876236,1695791198,0,vehicle_14
188.52473491737965,185.22770452382383,1695791208,0,vehicle_14
197.0447332386113,190.46312509969067,1695791218,0,vehicle_14
210.0,210.0,1695791228,0,vehicle_14
220.0,220.0,1695791238,0,vehicle_14
230.0,230.0,1695791248,0,vehicle_14
238.5268388613368,235.22427210554704,1695791258,0,vehicle_14
250.0,250.0,1695791268,0,vehicle_14
258.4779860422171,255.30318325800388,1695791278,0,vehicle_14
268.4535954955126,265.3419774614134,1695791288,0,vehicle_14
278.49795048608644,275.271132471872,1695791298,0,vehicle_14
286.95900804783486,280.60128302666686,1695791308,0,vehicle_14
295.4266716003829,285.92093282349083,1695791318,0,vehicle_14
310.0,310.0,1695791328,0,vehicle_14
320.0,320.0,1695791338,0,vehicle_14
328.44189934299624,325.3604417245895,1695791348,0,vehicle_14
338.5028325254573,335.26325365567976,1695791358,0,vehicle_14
350.0,350.0,1695791368,0,vehicle_14
0.0,0.0,1695791018,0,vehicle_15
8.454521532309325,5.340511741370671,1695791028,0,vehicle_15
20.0,20.0,1695791038,0,vehicle_15
30.0,30.0,1695791048,0,vehicle_15
38.49526304165018,35.27546261982515,1695791058,0,vehicle_15
50.0,50.0,1695791068,0,vehicle_15
58.491903298633446,55.28086909198272,1695791078,0,vehicle_15
70.0,70.0,1695791088,0,vehicle_15
78.48525881740503,75.29153879336155,1695791098,0,vehicle_15
90.0,90.0,1695791108,0,vehicle_15
98.45330301246814,95.34244028318491,1695791118,0,vehicle_15
110.0,110.0,1695791128,0,vehicle_15
118.51905573710717,115.2369542052668,1695791138,0,vehicle_15
130.0,130.0,1695791148,0,vehicle_15
137.8923139311206,136.14095927462802,1695791158,0,vehicle_15
148.48876805289274,145.28590739080695,1695791168,0,vehicle_15
158.4895500327154,155.28465138320607,1695791178,0,vehicle_15
170.0,170.0,1695791188,0,vehicle_15
177.6030601648603,176.495650554757,1695791198,0,vehicle_15
188.1041646153212,185.8585421298968,1695791208,0,vehicle_15
196.6100272636566,191.1168974438379,1695791218,0,vehicle_15
210.0,210.0,1695791228,0,vehicle_15
220.0,220.0,1695791238,0,vehicle_15
230.0,230.0,1695791248,0,vehicle_15
238.4649720797537,235.32393160070544,1695791258,0,vehicle_15
